gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9000015258789,7537.5,No
Male,False,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.30000305175781,7482.10009765625,Yes
Male,True,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.8499984741211,3343.14990234375,No
Male,True,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.0498046875,Yes
Female,False,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.0999755859375,Yes
Female,True,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.80000305175781,100.80000305175781,Yes
Male,False,Yes,No,8,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.549999237060547,161.14999389648438,No
Female,False,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,No
Female,False,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4000015258789,5232.89990234375,No
Male,False,No,No,10,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.5,225.85000610351562,No
Female,False,Yes,Yes,12,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),25.25,274.70001220703125,No
Female,False,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.30000305175781,1180.949951171875,Yes
Female,False,Yes,No,70,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.849998474121094,3370.199951171875,No
Female,True,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.94999694824219,7111.2998046875,No
Female,False,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9000015258789,5958.85009765625,No
Female,False,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85009765625,No
Male,True,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.94999694824219,1648.449951171875,No
Male,False,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.3499984741211,5753.25,No
Female,False,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05000305175781,4492.89990234375,No
Male,False,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.1500015258789,3956.699951171875,No
Female,False,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.94999694824219,2625.550048828125,Yes
Male,True,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.44999694824219,1233.4000244140625,Yes
Male,False,No,No,33,No,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.099998474121094,1309.0,No
Female,False,Yes,Yes,23,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.599998474121094,813.4500122070312,No
Male,False,Yes,Yes,58,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,19.549999237060547,1108.800048828125,No
Female,True,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.44999694824219,7349.35009765625,No
Male,False,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.20001220703125,No
Male,False,Yes,Yes,45,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,20.350000381469727,929.2000122070312,No
Male,False,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,Yes
Male,False,Yes,Yes,36,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),19.450000762939453,754.5,No
Male,False,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9000015258789,3883.300048828125,No
Male,False,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.70000076293945,1414.199951171875,No
Female,False,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.3499984741211,3211.199951171875,No
Male,True,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.44999694824219,371.6000061035156,No
Male,False,Yes,Yes,27,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.849998474121094,1246.4000244140625,No
Female,False,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.8499984741211,95.8499984741211,No
Female,False,Yes,Yes,67,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.70000076293945,2545.699951171875,No
Female,True,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55000305175781,6448.85009765625,No
Female,False,Yes,Yes,56,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),24.950000762939453,1468.9000244140625,No
Male,False,Yes,Yes,44,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Electronic check,24.850000381469727,1013.5999755859375,No
Female,True,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.80000305175781,6690.75,No
Female,False,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4000015258789,2088.75,Yes
Female,False,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.3499984741211,7240.64990234375,No
Female,False,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.44999694824219,102.44999694824219,Yes
Female,False,No,No,40,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),19.649999618530273,830.25,No
Male,False,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45000076293945,1588.699951171875,No
Female,False,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.2999877929688,No
Female,False,No,No,15,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),20.100000381469727,302.45001220703125,No
Male,False,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.3499984741211,712.25,No
Female,False,Yes,Yes,64,Yes,No,No,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),19.799999237060547,1336.6500244140625,No
Male,True,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4000015258789,5360.75,No
Male,True,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05000305175781,6735.0498046875,No
Female,False,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.20000076293945,51.20000076293945,No
Female,False,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.5999984741211,1010.0,No
Female,False,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55000305175781,4847.0498046875,No
Male,False,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.70000076293945,3019.699951171875,No
Female,False,No,No,8,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,20.850000381469727,161.64999389648438,No
Female,False,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.0999984741211,217.5500030517578,Yes
Female,False,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.150001525878906,2583.75,No
Female,False,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.19999694824219,146.0500030517578,Yes
Female,False,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1500015258789,567.4500122070312,Yes
Male,False,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.94999694824219,7711.25,No
Male,False,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.94999694824219,1384.75,Yes
Male,True,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.44999694824219,5481.25,No
Female,False,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.6500015258789,8124.2001953125,No
Female,False,No,No,40,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),20.600000381469727,827.2999877929688,No
Female,False,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9000015258789,70.9000015258789,Yes
Female,True,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.8499984741211,220.9499969482422,Yes
Female,True,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55000305175781,3673.60009765625,No
Male,False,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.849998474121094,49.849998474121094,No
Male,False,Yes,No,30,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),19.799999237060547,576.6500244140625,No
Male,False,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.8499984741211,2331.300048828125,Yes
Male,False,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes
Female,True,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.1500015258789,4495.64990234375,No
Male,False,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.1500015258789,6941.2001953125,Yes
Female,True,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.20000076293945,340.3500061035156,No
Male,True,No,No,72,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),25.100000381469727,1789.9000244140625,No
Female,True,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.1500015258789,908.5499877929688,No
Female,False,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.19999694824219,1043.3499755859375,Yes
Male,True,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.14990234375,Yes
Male,False,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55000305175781,71.55000305175781,Yes
Male,False,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.900001525878906,157.5500030517578,No
Male,False,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9000015258789,5029.2001953125,Yes
Male,True,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4000015258789,581.7000122070312,No
Male,True,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4000015258789,7318.2001953125,Yes
Female,False,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.30000305175781,420.45001220703125,No
Female,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.44999694824219,7576.7001953125,No
Female,False,Yes,No,13,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4000244140625,Yes
Female,False,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6500015258789,321.6499938964844,Yes
Female,False,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.30000305175781,4965.0,No
Male,False,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.94999694824219,6151.89990234375,No
Male,False,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.69999694824219,1253.9000244140625,Yes
Male,False,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.149999618530273,25.149999618530273,Yes
Male,True,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.20000076293945,45.20000076293945,No
Female,False,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.3499984741211,5893.14990234375,Yes
Male,False,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.19999694824219,5420.64990234375,No
Female,False,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35009765625,No
Female,False,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,5037.5498046875,Yes
Female,False,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,No
Male,False,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.60009765625,No
Male,False,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.79999923706055,92.44999694824219,Yes
Male,False,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9000015258789,6733.14990234375,No
Male,False,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.69999694824219,3410.0,No
Female,False,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8499984741211,199.85000610351562,No
Female,False,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.5999984741211,593.2999877929688,No
Male,False,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.6500015258789,7288.39990234375,No
Male,False,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.44999694824219,5229.7998046875,No
Male,False,No,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.70000076293945,4464.7998046875,No
Female,True,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.0498046875,No
Male,False,No,No,18,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.100000381469727,401.8500061035156,No
Male,False,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.30000305175781,4451.85009765625,No
Female,False,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.9501953125,No
Male,False,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.44999694824219,2661.10009765625,No
Male,False,No,No,4,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.700000762939453,73.05000305175781,No
Female,False,Yes,Yes,49,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Mailed check,25.25,1211.6500244140625,No
Female,False,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.64990234375,No
Male,False,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.5999984741211,1020.2000122070312,No
Male,False,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.4000015258789,5597.64990234375,No
Female,True,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.44999694824219,6223.2998046875,No
Female,False,No,Yes,49,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.450000762939453,1024.6500244140625,No
Female,False,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.5999984741211,2933.199951171875,Yes
Female,True,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.05000305175781,1258.300048828125,Yes
Female,False,Yes,Yes,4,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,19.950000762939453,82.9000015258789,No
Female,False,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.1500015258789,7789.60009765625,No
Female,True,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.69999694824219,2067.0,No
Female,True,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05000305175781,3452.550048828125,No
Female,False,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.69999694824219,5468.9501953125,No
Male,False,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4000015258789,1802.1500244140625,No
Female,False,Yes,No,25,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,26.799999237060547,733.5499877929688,No
Female,False,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05000305175781,3021.449951171875,No
Female,False,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.19999694824219,3687.85009765625,No
Male,True,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.05000305175781,1391.1500244140625,No
Male,False,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.79999923706055,274.3500061035156,No
Male,False,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4000015258789,1214.050048828125,Yes
Female,True,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.64990234375,Yes
Male,False,Yes,Yes,72,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),19.950000762939453,1322.8499755859375,No
Female,True,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,Yes
Female,False,Yes,Yes,48,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.300048828125,No
Female,False,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9000015258789,7843.5498046875,No
Female,False,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4000015258789,3211.89990234375,No
Female,False,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.099998474121094,130.14999389648438,No
Female,True,No,No,14,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.70000076293945,692.3499755859375,No
Female,False,No,Yes,4,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.049999237060547,85.5,No
Female,False,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.75,6849.39990234375,No
Male,False,Yes,Yes,8,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Mailed check,24.399999618530273,203.9499969482422,No
Male,False,Yes,Yes,61,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.599998474121094,2117.199951171875,No
Male,False,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.44999694824219,6565.85009765625,No
Female,False,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,No
Female,False,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4000015258789,3306.85009765625,No
Male,False,No,No,8,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.700000762939453,168.89999389648438,No
Male,False,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3499984741211,253.8000030517578,No
Male,False,Yes,Yes,9,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.600000381469727,197.39999389648438,No
Male,False,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.20000076293945,3838.199951171875,No
Male,False,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.20000076293945,2065.14990234375,No
Female,False,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,75.0999984741211,5064.4501953125,No
Female,False,Yes,No,55,Yes,No,No,No,No,No,No,No,Yes,One year,No,Electronic check,19.700000762939453,1140.050048828125,No
Male,False,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.449951171875,No
Male,False,Yes,Yes,62,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.049999237060547,1263.9000244140625,No
Female,False,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95000076293945,45.95000076293945,Yes
Male,False,Yes,Yes,49,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.20000076293945,1838.1500244140625,No
Male,False,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75,No
Male,False,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.6500015258789,1185.0,No
Male,True,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.9000015258789,1743.9000244140625,No
Female,True,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1500015258789,70.1500015258789,Yes
Female,False,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55000305175781,85.55000305175781,Yes
Female,False,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.1500015258789,8529.5,No
